"id","priority","name","details","created_at","updated_at","disable"
11,True,"adani university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""nr. Vaishnodevi Circle, Shantigram, Gujarat 382421"", ""comment"": ""ADANI UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""http://www.aii.ac.in/aiie/"", ""district"": {""id"": 157, ""name"": ""ahmedabad"", ""created"": ""2023-01-11T15:33:23.830499Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.830499Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.567476+00","2024-02-03 08:01:53.042517+00",False
12,True,"adesh university","{""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}, ""address"": ""VPO Bhucho Kalan, Tehsil Nathana, Barnala Road, Bathinda"", ""comment"": ""ADESH UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""adeshuniversity.ac.in"", ""district"": {""id"": 492, ""name"": ""bathinda"", ""created"": ""2023-01-11T15:33:24.284276Z"", ""details"": {""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.284276Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.569394+00","2024-02-03 08:02:05.848893+00",False
13,True,"adichunchanagiri university","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""B.G. Nagara, Nagamangala Taluk, Mandya District"", ""comment"": ""ADICHUNCHANAGIRI UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.acu.edu.in"", ""district"": {""id"": 287, ""name"": ""mandya"", ""created"": ""2023-01-11T15:33:24.007654Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.007654Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.571602+00","2024-02-03 08:02:23.24091+00",False
14,True,"adikavi nannaya university","{""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}, ""address"": ""Raja Raja Narendra Nagar, Rajanagaram (Mandal), Rajamahendravaram"", ""comment"": ""Adikavi Nannaya University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aknu.edu.in"", ""district"": {""id"": 6, ""name"": ""east godavari"", ""created"": ""2023-01-11T15:33:23.611626Z"", ""details"": {""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.611626Z"", ""priority"": false}, ""shortname"": ""AKNU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:30.573456+00","2024-02-03 08:02:39.394093+00",False
15,True,"agriculture university - jodhpur","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""AGRICULTURE UNIVERSITY, Jodhpur, Jodhpur"", ""comment"": ""AGRICULTURE UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aujodhpur.ac.in"", ""district"": {""id"": 532, ""name"": ""jodhpur"", ""created"": ""2023-01-11T15:33:24.346258Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.346258Z"", ""priority"": false}, ""shortname"": ""au"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:30.575613+00","2023-11-30 08:27:29.394796+00",False
16,True,"agriculture university - kota","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""BARAN ROAD, BORKHERA, KOTA"", ""comment"": ""AGRICULTURE UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aukota.org"", ""district"": {""id"": 534, ""name"": ""kota"", ""created"": ""2023-01-11T15:33:24.348903Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.348903Z"", ""priority"": false}, ""shortname"": ""au"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:30.577533+00","2023-11-30 08:27:21.194161+00",False
17,True,"ahmedabad university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""Ahmedabad University, University Office, Commerce Six Roads, Navrangapura, Ahmedabad"", ""comment"": ""Ahmedabad University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.ahduni.edu.in"", ""district"": {""id"": 157, ""name"": ""ahmedabad"", ""created"": ""2023-01-11T15:33:23.830499Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.830499Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.579938+00","2024-02-03 08:02:52.253862+00",False
18,True,"aiph university","{""state"": {""id"": 32, ""name"": ""odisha"", ""created"": ""2023-01-11T15:30:33.867294Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""21""}, ""updated"": ""2023-01-11T15:30:33.867294Z"", ""priority"": false}, ""address"": ""Plot No. 2934, Nageswar Tangi, Lewis Road, Bhubaneswar"", ""comment"": ""AIPH UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aiph.ac.in"", ""district"": {""id"": 474, ""name"": ""khordha"", ""created"": ""2023-01-11T15:33:24.260424Z"", ""details"": {""state"": {""id"": 32, ""name"": ""odisha"", ""created"": ""2023-01-11T15:30:33.867294Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""21""}, ""updated"": ""2023-01-11T15:30:33.867294Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.260424Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.581776+00","2024-02-03 08:03:02.632665+00",False
19,True,"aisect university","{""state"": {""id"": 22, ""name"": ""jharkhand"", ""created"": ""2023-01-11T15:30:33.85242Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""20""}, ""updated"": ""2023-01-11T15:30:33.85242Z"", ""priority"": false}, ""address"": ""MATWARI CHOWK, IN FRONT OF GANDHI MAIDAN, HAZARIBAG"", ""comment"": ""AISECT UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aisectuniversityjharkhand.ac.in"", ""district"": {""id"": 253, ""name"": ""hazaribagh"", ""created"": ""2023-01-11T15:33:23.962785Z"", ""details"": {""state"": {""id"": 22, ""name"": ""jharkhand"", ""created"": ""2023-01-11T15:30:33.85242Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""20""}, ""updated"": ""2023-01-11T15:30:33.85242Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.962785Z"", ""priority"": false}, ""shortname"": ""aisectU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.583608+00","2024-02-03 08:03:25.478256+00",False
20,True,"ajeenkya d y patil university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""DY Patil Knowledge City Road, Charholi Budruk, Lohegaon, Pune"", ""comment"": ""Ajeenkya D Y Patil University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.adypu.edu.in"", ""district"": {""id"": 395, ""name"": ""pune"", ""created"": ""2023-01-11T15:33:24.156021Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.156021Z"", ""priority"": false}, ""shortname"": ""ADYPU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.585563+00","2024-02-03 08:03:38.847272+00",False
21,True,"akal university","{""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}, ""address"": ""Raman Road, Talwandi Sabo, Talwandi Sabo"", ""comment"": ""AKAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.auts.ac.in"", ""district"": {""id"": 492, ""name"": ""bathinda"", ""created"": ""2023-01-11T15:33:24.284276Z"", ""details"": {""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.284276Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.587484+00","2024-02-03 08:03:48.801105+00",False
22,True,"aks university","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""Sherganj,, Panna Road, Satna"", ""comment"": ""AKS UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aksuniversity.ac.in"", ""district"": {""id"": 357, ""name"": ""satna"", ""created"": ""2023-01-11T15:33:24.105795Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.105795Z"", ""priority"": false}, ""shortname"": ""AKSU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.589615+00","2024-02-03 08:04:06.227121+00",False
23,True,"alagappa university","{""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}, ""address"": ""Alagappapuram, Alagappa Nagar, Karaikudi"", ""comment"": ""Alagappa University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.alagappauniversity.ac.in"", ""district"": {""id"": 571, ""name"": ""sivaganga"", ""created"": ""2023-01-11T15:33:24.397883Z"", ""details"": {""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.397883Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:30.593393+00","2024-02-03 08:04:19.121088+00",False
24,True,"al-falah university","{""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}, ""address"": ""Village Dhauj, FARIDABAD, Faridabad"", ""comment"": ""Al-Falah University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.alfalahuniversity.edu.in"", ""district"": {""id"": 193, ""name"": ""faridabad"", ""created"": ""2023-01-11T15:33:23.878123Z"", ""details"": {""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.878123Z"", ""priority"": false}, ""shortname"": ""AFU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.595502+00","2024-02-03 08:04:37.715252+00",False
25,True,"aliah university","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""A-II/27, Action Area -II,, New Town, Kolkata, Kolkata"", ""comment"": ""Aliah University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aliah.ac.in"", ""district"": {""id"": 725, ""name"": ""kolkata"", ""created"": ""2023-01-11T15:33:24.608962Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.608962Z"", ""priority"": false}, ""shortname"": ""AU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:30.597473+00","2024-02-03 08:04:47.640061+00",False
26,True,"aligarh muslim university","{""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}, ""address"": ""Aligarh Muslim University, Aligarh, University Road, Aligarh"", ""comment"": ""Aligarh Muslim University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.amu.ac.in"", ""district"": {""id"": 628, ""name"": ""aligarh"", ""created"": ""2023-01-11T15:33:24.479827Z"", ""details"": {""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.479827Z"", ""priority"": false}, ""shortname"": ""AMU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Central University"", ""qualification_type"": null}","2023-01-11 15:38:30.599543+00","2024-02-03 08:05:02.786566+00",False
27,True,"al-karim university","{""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}, ""address"": ""Katihar-Purnea Road, Sirsa, Karim Bagh, Katihar"", ""comment"": ""AL-KARIM UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.alkarimuniversity.edu.in"", ""district"": {""id"": 90, ""name"": ""katihar"", ""created"": ""2023-01-11T15:33:23.737385Z"", ""details"": {""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.737385Z"", ""priority"": false}, ""shortname"": ""AKU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:30.601628+00","2024-02-03 08:05:11.868211+00",False
28,True,"all india institute of medical sciences - bibinagar","{""state"": {""id"": 38, ""name"": ""telangana"", ""created"": ""2023-01-11T15:30:33.876155Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""36""}, ""updated"": ""2023-01-11T15:30:33.876155Z"", ""priority"": false}, ""address"": ""ALL INDIA INSTITUTE OF MEDICAL SCIENCES , BIBINAGAR, BIBINAGAR"", ""comment"": ""ALL INDIA INSTITUTE OF MEDICAL SCIENCES"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.aiimsbibinagar.edu.in"", ""district"": {""id"": 618, ""name"": ""yadadri bhuvanagiri"", ""created"": ""2023-01-11T15:33:24.464287Z"", ""details"": {""state"": {""id"": 38, ""name"": ""telangana"", ""created"": ""2023-01-11T15:30:33.876155Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""36""}, ""updated"": ""2023-01-11T15:30:33.876155Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.464287Z"", ""priority"": false}, ""shortname"": ""AIIMS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:30.603498+00","2023-11-10 06:24:03.55725+00",False
29,True,"all india institute of medical sciences - bathinda","{""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}, ""address"": ""Lal Singh Nagar, , Dabwali Road,, Bathinda"", ""comment"": ""ALL INDIA INSTITUTE OF MEDICAL SCIENCES"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://aiimsbathinda.edu.in/"", ""district"": {""id"": 492, ""name"": ""bathinda"", ""created"": ""2023-01-11T15:33:24.284276Z"", ""details"": {""state"": {""id"": 34, ""name"": ""punjab"", ""created"": ""2023-01-11T15:30:33.870404Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""3""}, ""updated"": ""2023-01-11T15:30:33.870404Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.284276Z"", ""priority"": false}, ""shortname"": ""AIIMS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:30.60535+00","2023-11-10 06:24:12.394385+00",False
